Pays,Ville,Année,Mois,Température (°C),Humidité (%),Vent (m/s),Pression (hPa),Score Météo
Swaziland,Mbabane,2024,5,21.123529411764707,42.11764705882353,3.0016580000000004,1020.7058823529412,87.05882352941177
Swaziland,Mbabane,2024,6,19.266666666666666,34.2,3.2815077333333336,1021.5666666666667,82.0
Swaziland,Mbabane,2024,7,23.235714285714288,17.464285714285715,3.503996285714286,1015.4285714285714,90.0
Swaziland,Mbabane,2024,8,25.17096774193548,32.935483870967744,3.821715161290323,1019.5806451612904,80.16129032258064
Swaziland,Mbabane,2024,9,24.423333333333336,50.56666666666667,3.9296610666666667,1019.8666666666667,79.83333333333333
Swaziland,Mbabane,2024,10,22.59032258064516,52.03225806451613,2.9426758709677423,1019.8709677419355,81.29032258064517
Swaziland,Mbabane,2024,11,25.073333333333334,55.36666666666667,2.724095866666667,1017.1666666666666,85.83333333333333
Swaziland,Mbabane,2024,12,27.94193548387097,55.096774193548384,3.3181269032258065,1014.0967741935484,75.80645161290323
Swaziland,Mbabane,2025,1,26.47741935483871,65.35483870967742,2.661311612903226,1013.6451612903226,85.80645161290323
Swaziland,Mbabane,2025,2,24.464285714285715,67.71428571428571,2.362122071428572,1014.5714285714286,78.39285714285714
Swaziland,Mbabane,2025,3,24.23,73.5,1.7213100666666667,1019.7,89.33333333333333
Swaziland,Mbabane,2025,4,21.18,67.3,1.9879788666666667,1019.8,81.0
Swaziland,Mbabane,2025,5,20.154838709677417,48.67741935483871,2.1218807741935484,1023.8387096774194,84.51612903225806
Swaziland,Mbabane,2025,6,17.796666666666667,41.93333333333333,2.7889112000000003,1023.9333333333333,81.0
Swaziland,Mbabane,2025,7,16.98,34.4,2.1055724000000007,1022.8,80.0
