Pays,Ville,Année,Mois,Température (°C),Humidité (%),Vent (m/s),Pression (hPa),Score Météo
Iran,Chi Chi Khvar,2024,5,21.08823529411765,35.11764705882353,5.129126,1011.3529411764706,77.05882352941177
Iran,Chi Chi Khvar,2024,6,28.46896551724138,22.75862068965517,5.509622620689656,1006.8620689655172,78.96551724137932
Iran,Chi Chi Khvar,2024,7,31.810714285714287,15.642857142857142,5.813538571428572,1000.6071428571429,73.92857142857143
Iran,Chi Chi Khvar,2024,8,32.87096774193548,12.709677419354838,5.725852258064517,1003.1290322580645,73.54838709677419
Iran,Chi Chi Khvar,2024,9,25.873333333333335,17.766666666666666,5.695415933333334,1008.2666666666667,84.0
Iran,Chi Chi Khvar,2024,10,16.85483870967742,24.612903225806452,4.9839108387096775,1014.516129032258,77.58064516129032
Iran,Chi Chi Khvar,2024,11,9.066666666666666,46.166666666666664,3.5370653333333335,1018.2,71.66666666666667
Iran,Chi Chi Khvar,2024,12,4.019354838709678,42.45161290322581,2.413101741935484,1019.516129032258,75.3225806451613
Iran,Chi Chi Khvar,2025,1,2.7451612903225806,46.16129032258065,2.080661806451613,1022.0,77.09677419354838
Iran,Chi Chi Khvar,2025,2,-0.8678571428571428,53.964285714285715,3.1329615714285715,1018.7857142857143,75.35714285714286
Iran,Chi Chi Khvar,2025,3,9.480645161290324,43.774193548387096,3.5376627096774196,1017.3870967741935,73.06451612903226
Iran,Chi Chi Khvar,2025,4,16.09,32.4,6.917647933333333,1012.9333333333333,73.0
Iran,Chi Chi Khvar,2025,5,22.203225806451613,25.419354838709676,5.13893,1010.7096774193549,84.83870967741936
Iran,Chi Chi Khvar,2025,6,25.633333333333333,16.666666666666668,4.3120715333333335,1007.4,87.0
Iran,Chi Chi Khvar,2025,7,28.639999999999997,10.6,1.7444584000000003,1001.8,92.0
